Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
bronchial asthma,fatigue,cough,high fever,breathlessness,family history,mucoid sputum,,,,,,,,,,,
hypertension,headache,chest pain,dizziness,loss of balance,lack of concentration,,,,,,,,,,,,
migraine,acidity,indigestion,headache,blurred and distorted vision,excessive hunger,stiff neck,depression,irritability,visual disturbances,,,,,,,,
cervical spondylosis,back pain,weakness in limbs,neck pain,dizziness,loss of balance,,,,,,,,,,,,
brain hemorrhage,vomiting,headache,weakness of one body side,altered mental state,,,,,,,,,,,,,
jaundice,itching,vomiting,fatigue,weight loss,high fever,yellowish skin,dark urine,abdominal pain,,,,,,,,,
malaria,chills,vomiting,high fever,sweating,headache,nausea,diarrhea,muscle pain,,,,,,,,,
chicken pox,itching,skin rash,fatigue,lethargy,high fever,headache,loss of appetite,mild fever,swelled lymph nodes,malaise,red spots over body,,,,,,
dengue,skin rash,chills,joint pain,vomiting,fatigue,high fever,headache,nausea,loss of appetite,pain behind the eyes,back pain,malaise,muscle pain,red spots over body,,,
typhoid fever,chills,vomiting,fatigue,high fever,headache,nausea,constipation,abdominal pain,diarrhea,toxic look (toxemia),belly pain,,,,,,
hepatitis A,joint pain,vomiting,yellowish skin,dark urine,nausea,loss of appetite,abdominal pain,diarrhea,mild fever,yellowing of eyes,muscle pain,,,,,,
hepatitis B,itching,fatigue,lethargy,yellowish skin,dark urine,loss of appetite,abdominal pain,yellow urine,yellowing of eyes,malaise,receiving blood transfusion,receiving unsterile injections,,,,,
hepatitis C,fatigue,yellowish skin,nausea,loss of appetite,yellowing of eyes,family history,,,,,,,,,,,
hepatitis D,joint pain,vomiting,fatigue,yellowish skin,dark urine,nausea,loss of appetite,abdominal pain,yellowing of eyes,,,,,,,,
hepatitis E,joint pain,vomiting,fatigue,high fever,yellowish skin,dark urine,nausea,loss of appetite,abdominal pain,yellowing of eyes,acute liver failure,coma,stomach bleeding,,,,
alcoholic hepatitis,vomiting,yellowish skin,abdominal pain,swelling of stomach,distention of abdomen,history of alcohol consumption,fluid overload,,,,,,,,,,
tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever,breathlessness,sweating,loss of appetite,mild fever,yellowing of eyes,swelled lymph nodes,malaise,phlegm,chest pain,blood in sputum,
common cold,continuous sneezing,chills,fatigue,cough,high fever,headache,swelled lymph nodes,malaise,phlegm,throat irritation,redness of eyes,sinus pressure,runny nose,congestion,chest pain,loss of smell,muscle pain
pneumonia,chills,fatigue,cough,high fever,breathlessness,sweating,malaise,phlegm,chest pain,fast heart rate,rusty sputum,,,,,,
dimorphic hemmorhoids(piles),constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,,,,,,,,,,,,
heart attack,vomiting,breathlessness,sweating,chest pain,,,,,,,,,,,,,
varicose veins,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels,prominent veins on calf,,,,,,,,,,
hypothyroidism,fatigue,weight gain,cold hands and feet,mood swings,lethargy,dizziness,puffy face and eyes,enlarged thyroid,brittle nails,swollen extremities,depression,irritability,abnormal menstruation,,,,
hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhea,fast heart rate,excessive hunger,muscle weakness,irritability,abnormal menstruation,,,,,,
hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea,blurred and distorted vision,excessive hunger,drying and tingling lips,slurred speech,irritability,palpitations,,,,,
osteoarthritis,joint pain,neck pain,knee pain,hip joint pain,swelling joints,painful walking,,,,,,,,,,,
arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,painful walking,,,,,,,,,,,,
paroxysmal positional vertigo,vomiting,headache,nausea,spinning movements,loss of balance,unsteadiness,,,,,,,,,,,
acne,skin rash,pus-filled pimples,blackheads,scarring,,,,,,,,,,,,,
urinary tract infection,painful urination,bladder discomfort,foul smell of urine,continuous feel of urine,,,,,,,,,,,,,
psoriasis,skin rash,joint pain,skin peeling,blue-gray complexion (argyria),small dents in nails,inflammatory nails,,,,,,,,,,,
impetigo,skin rash,high fever,blister,red sore around nose,yellow oozing scabs,,,,,,,,,,,,
fungal infection,itching,skin rash,nodal skin eruptions,mottling skin,,,,,,,,,,,,,
allergy,continuous sneezing,shivering,chills,watering from eyes,,,,,,,,,,,,,
GERD,stomach pain,acidity,ulcers on tongue,vomiting,cough,chest pain,,,,,,,,,,,
chronic cholestasis,itching,vomiting,yellowish skin,nausea,loss of appetite,abdominal pain,yellowing of eyes,,,,,,,,,,
drug reaction,itching,skin rash,stomach pain,painful urination,spotting urination,,,,,,,,,,,,
peptic ulcer diseae,vomiting,indigestion,loss of appetite,abdominal pain,passage of gases,internal itching,,,,,,,,,,,
AIDS,muscle wasting,patches in throat,high fever,extra marital contacts,,,,,,,,,,,,,
diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision,obesity,excessive hunger,increased appetite,excessive urination,,,,,,,
gastroenteritis,vomiting,sunken eyes,dehydration,diarrhea,,,,,,,,,,,,,
bronchial asthma,fatigue,cough,high fever,breathlessness,family history,mucoid sputum,,,,,,,,,,,
hypertension,headache,chest pain,dizziness,loss of balance,lack of concentration,,,,,,,,,,,,
migraine,acidity,indigestion,headache,blurred and distorted vision,excessive hunger,stiff neck,depression,irritability,visual disturbances,,,,,,,,
cervical spondylosis,back pain,weakness in limbs,neck pain,dizziness,loss of balance,,,,,,,,,,,,
brain hemorrhage,vomiting,headache,weakness of one body side,altered mental state,,,,,,,,,,,,,
jaundice,itching,vomiting,fatigue,weight loss,high fever,yellowish skin,dark urine,abdominal pain,,,,,,,,,
malaria,chills,vomiting,high fever,sweating,headache,nausea,diarrhea,muscle pain,,,,,,,,,
chicken pox,itching,skin rash,fatigue,lethargy,high fever,headache,loss of appetite,mild fever,swelled lymph nodes,malaise,red spots over body,,,,,,
dengue,skin rash,chills,joint pain,vomiting,fatigue,high fever,headache,nausea,loss of appetite,pain behind the eyes,back pain,malaise,muscle pain,red spots over body,,,
typhoid fever,chills,vomiting,fatigue,high fever,headache,nausea,constipation,abdominal pain,diarrhea,toxic look (toxemia),belly pain,,,,,,
hepatitis A,joint pain,vomiting,yellowish skin,dark urine,nausea,loss of appetite,abdominal pain,diarrhea,mild fever,yellowing of eyes,muscle pain,,,,,,
hepatitis B,itching,fatigue,lethargy,yellowish skin,dark urine,loss of appetite,abdominal pain,yellow urine,yellowing of eyes,malaise,receiving blood transfusion,receiving unsterile injections,,,,,
hepatitis C,fatigue,yellowish skin,nausea,loss of appetite,yellowing of eyes,family history,,,,,,,,,,,
hepatitis D,joint pain,vomiting,fatigue,yellowish skin,dark urine,nausea,loss of appetite,abdominal pain,yellowing of eyes,,,,,,,,
hepatitis E,joint pain,vomiting,fatigue,high fever,yellowish skin,dark urine,nausea,loss of appetite,abdominal pain,yellowing of eyes,acute liver failure,coma,stomach bleeding,,,,
alcoholic hepatitis,vomiting,yellowish skin,abdominal pain,swelling of stomach,distention of abdomen,history of alcohol consumption,fluid overload,,,,,,,,,,
tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever,breathlessness,sweating,loss of appetite,mild fever,yellowing of eyes,swelled lymph nodes,malaise,phlegm,chest pain,blood in sputum,
common cold,continuous sneezing,chills,fatigue,cough,high fever,headache,swelled lymph nodes,malaise,phlegm,throat irritation,redness of eyes,sinus pressure,runny nose,congestion,chest pain,loss of smell,muscle pain
pneumonia,chills,fatigue,cough,high fever,breathlessness,sweating,malaise,phlegm,chest pain,fast heart rate,rusty sputum,,,,,,
dimorphic hemmorhoids(piles),constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,,,,,,,,,,,,
heart attack,vomiting,breathlessness,sweating,chest pain,,,,,,,,,,,,,
varicose veins,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels,prominent veins on calf,,,,,,,,,,
hypothyroidism,fatigue,weight gain,cold hands and feet,mood swings,lethargy,dizziness,puffy face and eyes,enlarged thyroid,brittle nails,swollen extremities,depression,irritability,abnormal menstruation,,,,
hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhea,fast heart rate,excessive hunger,muscle weakness,irritability,abnormal menstruation,,,,,,
hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea,blurred and distorted vision,excessive hunger,drying and tingling lips,slurred speech,irritability,palpitations,,,,,
osteoarthritis,joint pain,neck pain,knee pain,hip joint pain,swelling joints,painful walking,,,,,,,,,,,
arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,painful walking,,,,,,,,,,,,
paroxysmal positional vertigo,vomiting,headache,nausea,spinning movements,loss of balance,unsteadiness,,,,,,,,,,,
acne,skin rash,pus-filled pimples,blackheads,scarring,,,,,,,,,,,,,
urinary tract infection,painful urination,bladder discomfort,foul smell of urine,continuous feel of urine,,,,,,,,,,,,,
psoriasis,skin rash,joint pain,skin peeling,blue-gray complexion (argyria),small dents in nails,inflammatory nails,,,,,,,,,,,
impetigo,skin rash,high fever,blister,red sore around nose,yellow oozing scabs,,,,,,,,,,,,
fungal infection,itching,skin rash,nodal skin eruptions,mottling skin,,,,,,,,,,,,,
allergy,continuous sneezing,shivering,chills,watering from eyes,,,,,,,,,,,,,
GERD,stomach pain,acidity,ulcers on tongue,vomiting,cough,chest pain,,,,,,,,,,,
chronic cholestasis,itching,vomiting,yellowish skin,nausea,loss of appetite,abdominal pain,yellowing of eyes,,,,,,,,,,
drug reaction,itching,skin rash,stomach pain,painful urination,spotting urination,,,,,,,,,,,,
peptic ulcer diseae,vomiting,indigestion,loss of appetite,abdominal pain,passage of gases,internal itching,,,,,,,,,,,
AIDS,muscle wasting,patches in throat,high fever,extra marital contacts,,,,,,,,,,,,,
diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision,obesity,excessive hunger,increased appetite,excessive urination,,,,,,,
gastroenteritis,vomiting,sunken eyes,dehydration,diarrhea,,,,,,,,,,,,,
bronchial asthma,fatigue,cough,high fever,breathlessness,family history,mucoid sputum,,,,,,,,,,,
hypertension,headache,chest pain,dizziness,loss of balance,lack of concentration,,,,,,,,,,,,
migraine,acidity,indigestion,headache,blurred and distorted vision,excessive hunger,stiff neck,depression,irritability,visual disturbances,,,,,,,,
cervical spondylosis,back pain,weakness in limbs,neck pain,dizziness,loss of balance,,,,,,,,,,,,
brain hemorrhage,vomiting,headache,weakness of one body side,altered mental state,,,,,,,,,,,,,
jaundice,itching,vomiting,fatigue,weight loss,high fever,yellowish skin,dark urine,abdominal pain,,,,,,,,,
malaria,chills,vomiting,high fever,sweating,headache,nausea,diarrhea,muscle pain,,,,,,,,,
chicken pox,itching,skin rash,fatigue,lethargy,high fever,headache,loss of appetite,mild fever,swelled lymph nodes,malaise,red spots over body,,,,,,
dengue,skin rash,chills,joint pain,vomiting,fatigue,high fever,headache,nausea,loss of appetite,pain behind the eyes,back pain,malaise,muscle pain,red spots over body,,,
typhoid fever,chills,vomiting,fatigue,high fever,headache,nausea,constipation,abdominal pain,diarrhea,toxic look (toxemia),belly pain,,,,,,
hepatitis A,joint pain,vomiting,yellowish skin,dark urine,nausea,loss of appetite,abdominal pain,diarrhea,mild fever,yellowing of eyes,muscle pain,,,,,,
hepatitis B,itching,fatigue,lethargy,yellowish skin,dark urine,loss of appetite,abdominal pain,yellow urine,yellowing of eyes,malaise,receiving blood transfusion,receiving unsterile injections,,,,,
hepatitis C,fatigue,yellowish skin,nausea,loss of appetite,yellowing of eyes,family history,,,,,,,,,,,
hepatitis D,joint pain,vomiting,fatigue,yellowish skin,dark urine,nausea,loss of appetite,abdominal pain,yellowing of eyes,,,,,,,,
hepatitis E,joint pain,vomiting,fatigue,high fever,yellowish skin,dark urine,nausea,loss of appetite,abdominal pain,yellowing of eyes,acute liver failure,coma,stomach bleeding,,,,
alcoholic hepatitis,vomiting,yellowish skin,abdominal pain,swelling of stomach,distention of abdomen,history of alcohol consumption,fluid overload,,,,,,,,,,
tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever,breathlessness,sweating,loss of appetite,mild fever,yellowing of eyes,swelled lymph nodes,malaise,phlegm,chest pain,blood in sputum,
common cold,continuous sneezing,chills,fatigue,cough,high fever,headache,swelled lymph nodes,malaise,phlegm,throat irritation,redness of eyes,sinus pressure,runny nose,congestion,chest pain,loss of smell,muscle pain
pneumonia,chills,fatigue,cough,high fever,breathlessness,sweating,malaise,phlegm,chest pain,fast heart rate,rusty sputum,,,,,,
dimorphic hemmorhoids(piles),constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,,,,,,,,,,,,
heart attack,vomiting,breathlessness,sweating,chest pain,,,,,,,,,,,,,
varicose veins,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels,prominent veins on calf,,,,,,,,,,
hypothyroidism,fatigue,weight gain,cold hands and feet,mood swings,lethargy,dizziness,puffy face and eyes,enlarged thyroid,brittle nails,swollen extremities,depression,irritability,abnormal menstruation,,,,
hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhea,fast heart rate,excessive hunger,muscle weakness,irritability,abnormal menstruation,,,,,,
hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea,blurred and distorted vision,excessive hunger,drying and tingling lips,slurred speech,irritability,palpitations,,,,,
osteoarthritis,joint pain,neck pain,knee pain,hip joint pain,swelling joints,painful walking,,,,,,,,,,,
arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,painful walking,,,,,,,,,,,,
paroxysmal positional vertigo,vomiting,headache,nausea,spinning movements,loss of balance,unsteadiness,,,,,,,,,,,
acne,skin rash,pus-filled pimples,blackheads,scarring,,,,,,,,,,,,,
urinary tract infection,painful urination,bladder discomfort,foul smell of urine,continuous feel of urine,,,,,,,,,,,,,
psoriasis,skin rash,joint pain,skin peeling,blue-gray complexion (argyria),small dents in nails,inflammatory nails,,,,,,,,,,,
impetigo,skin rash,high fever,blister,red sore around nose,yellow oozing scabs,,,,,,,,,,,,
fungal infection,itching,skin rash,nodal skin eruptions,mottling skin,,,,,,,,,,,,,
allergy,continuous sneezing,shivering,chills,watering from eyes,,,,,,,,,,,,,
GERD,stomach pain,acidity,ulcers on tongue,vomiting,cough,chest pain,,,,,,,,,,,
chronic cholestasis,itching,vomiting,yellowish skin,nausea,loss of appetite,abdominal pain,yellowing of eyes,,,,,,,,,,
drug reaction,itching,skin rash,stomach pain,painful urination,spotting urination,,,,,,,,,,,,
peptic ulcer diseae,vomiting,indigestion,loss of appetite,abdominal pain,passage of gases,internal itching,,,,,,,,,,,
AIDS,muscle wasting,patches in throat,high fever,extra marital contacts,,,,,,,,,,,,,
diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision,obesity,excessive hunger,increased appetite,excessive urination,,,,,,,
gastroenteritis,vomiting,sunken eyes,dehydration,diarrhea,,,,,,,,,,,,,
bronchial asthma,fatigue,cough,high fever,breathlessness,family history,mucoid sputum,,,,,,,,,,,
hypertension,headache,chest pain,dizziness,loss of balance,lack of concentration,,,,,,,,,,,,
migraine,acidity,indigestion,headache,blurred and distorted vision,excessive hunger,stiff neck,depression,irritability,visual disturbances,,,,,,,,
cervical spondylosis,back pain,weakness in limbs,neck pain,dizziness,loss of balance,,,,,,,,,,,,
brain hemorrhage,vomiting,headache,weakness of one body side,altered mental state,,,,,,,,,,,,,
jaundice,itching,vomiting,fatigue,weight loss,high fever,yellowish skin,dark urine,abdominal pain,,,,,,,,,
malaria,chills,vomiting,high fever,sweating,headache,nausea,diarrhea,muscle pain,,,,,,,,,
chicken pox,itching,skin rash,fatigue,lethargy,high fever,headache,loss of appetite,mild fever,swelled lymph nodes,malaise,red spots over body,,,,,,
